source	name	p_value	intersection_size	effective_domain_size	precision	recall
GO:BP	negative regulation of RNA metabolic process	1.0	2	21026	0.4	0.0014285714285714286
REAC	Signaling by Receptor Tyrosine Kinases	1.0	1	11004	0.2	0.001937984496124031
REAC	Stabilization of p53	1.0	1	11004	0.2	0.017543859649122806
REAC	Synthesis of IP3 and IP4 in the cytosol	1.0	1	11004	0.2	0.038461538461538464
GO:BP	regulation of protein metabolic process	1.0	3	21026	0.6	0.0016172506738544475
REAC	Synthesis of PIPs at the plasma membrane	1.0	1	11004	0.2	0.018867924528301886
GO:BP	positive regulation of multicellular organismal process	1.0	2	21026	0.4	0.0011997600479904018
REAC	TAK1-dependent IKK and NF-kappa-B activation  	1.0	1	11004	0.2	0.022727272727272728
GO:BP	establishment of localization	1.0	4	21026	0.8	0.0008116883116883117
GO:BP	spindle assembly	1.0	1	21026	0.2	0.007352941176470588
GO:BP	regulation of protein transport	1.0	1	21026	0.2	0.0022624434389140274
GO:BP	positive regulation of protein transport	1.0	1	21026	0.2	0.003875968992248062
REAC	TCR signaling	1.0	1	11004	0.2	0.008333333333333333
GO:BP	protein insertion into membrane	1.0	1	21026	0.2	0.02040816326530612
GO:BP	localization	1.0	4	21026	0.8	0.00072007200720072
GO:BP	import into nucleus	1.0	1	21026	0.2	0.005847953216374269
GO:BP	nervous system process	1.0	2	21026	0.4	0.0013245033112582781
GO:BP	cell division	1.0	1	21026	0.2	0.001519756838905775
GO:BP	synapse organization	1.0	1	21026	0.2	0.0017761989342806395
GO:BP	modulation of chemical synaptic transmission	1.0	2	21026	0.4	0.003898635477582846
REAC	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	1.0	1	11004	0.2	0.047619047619047616
GO:BP	anatomical structure development	1.0	5	21026	1.0	0.0008337502084375521
GO:BP	brain morphogenesis	1.0	1	21026	0.2	0.02564102564102564
GO:BP	forebrain morphogenesis	1.0	1	21026	0.2	0.07142857142857142
GO:BP	dendrite morphogenesis	1.0	1	21026	0.2	0.006896551724137931
GO:BP	neuron projection morphogenesis	1.0	2	21026	0.4	0.0030303030303030303
GO:BP	mesenchymal cell differentiation	1.0	1	21026	0.2	0.003968253968253968
GO:BP	gland development	1.0	2	21026	0.4	0.004405286343612335
GO:BP	cell projection morphogenesis	1.0	2	21026	0.4	0.002936857562408223
REAC	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	1.0	1	11004	0.2	0.07142857142857142
GO:BP	oligodendrocyte differentiation	1.0	1	21026	0.2	0.009174311926605505
GO:BP	astrocyte differentiation	1.0	1	21026	0.2	0.011627906976744186
GO:BP	generation of neurons	1.0	3	21026	0.6	0.001953125
GO:BP	cell morphogenesis involved in neuron differentiation	1.0	1	21026	0.2	0.001669449081803005
GO:BP	neuron development	1.0	2	21026	0.4	0.0016992353440951572
GO:BP	negative regulation of smooth muscle cell proliferation	1.0	1	21026	0.2	0.02040816326530612
GO:BP	positive regulation of smooth muscle cell proliferation	1.0	1	21026	0.2	0.011627906976744186
REAC	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	1.0	1	11004	0.2	0.01
GO:BP	tissue morphogenesis	1.0	2	21026	0.4	0.003257328990228013
GO:BP	stem cell differentiation	1.0	1	21026	0.2	0.004081632653061225
GO:BP	cellular developmental process	1.0	4	21026	0.8	0.0009013068949977468
GO:BP	cell motility	1.0	2	21026	0.4	0.0011154489682097045
GO:BP	regulation of cellular process	1.0	5	21026	1.0	0.00041855014230704837
REAC	TP53 Regulates Transcription of Cell Death Genes	1.0	1	11004	0.2	0.022727272727272728
GO:BP	regulation of biological process	1.0	5	21026	1.0	0.0004053177691309987
GO:BP	negative regulation of axonogenesis	1.0	1	21026	0.2	0.018518518518518517
GO:BP	regulation of axonogenesis	1.0	1	21026	0.2	0.00684931506849315
GO:BP	positive regulation of neurogenesis	1.0	1	21026	0.2	0.0040650406504065045
REAC	TP53 Regulates Transcription of Death Receptors and Ligands	1.0	1	11004	0.2	0.08333333333333333
REAC	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	1.0	1	11004	0.2	0.05
GO:BP	positive regulation of peptidyl-tyrosine phosphorylation	1.0	1	21026	0.2	0.007042253521126761
GO:BP	positive regulation of protein secretion	1.0	1	21026	0.2	0.006666666666666667
REAC	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	1.0	1	11004	0.2	0.07142857142857142
REAC	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	1.0	1	11004	0.2	0.05555555555555555
GO:BP	regulation of protein secretion	1.0	1	21026	0.2	0.0037174721189591076
GO:BP	negative regulation of epithelial cell proliferation	1.0	1	21026	0.2	0.0072992700729927005
GO:BP	positive regulation of epithelial cell proliferation	1.0	1	21026	0.2	0.004901960784313725
GO:BP	regulation of epithelial cell proliferation	1.0	2	21026	0.4	0.005494505494505495
GO:BP	epithelial cell proliferation	1.0	2	21026	0.4	0.0045351473922902496
GO:BP	sensory system development	1.0	1	21026	0.2	0.002347417840375587
GO:BP	multicellular organismal-level homeostasis	1.0	1	21026	0.2	0.0012121212121212121
GO:BP	positive regulation of synaptic transmission	1.0	1	21026	0.2	0.005555555555555556
GO:BP	response to oxygen levels	1.0	1	21026	0.2	0.0029069767441860465
GO:BP	hematopoietic stem cell proliferation	1.0	1	21026	0.2	0.029411764705882353
GO:BP	leukocyte proliferation	1.0	1	21026	0.2	0.0028169014084507044
REAC	Inositol phosphate metabolism	1.0	1	11004	0.2	0.020833333333333332
GO:BP	negative regulation of response to wounding	1.0	1	21026	0.2	0.010416666666666666
GO:BP	regulation of response to wounding	1.0	1	21026	0.2	0.0058823529411764705
GO:BP	mitotic DNA replication	1.0	1	21026	0.2	0.058823529411764705
REAC	Interferon Signaling	1.0	1	11004	0.2	0.0038022813688212928
REAC	Interleukin-1 family signaling	1.0	1	11004	0.2	0.006622516556291391
GO:BP	positive regulation of cell cycle G1/S phase transition	1.0	1	21026	0.2	0.01639344262295082
REAC	Interleukin-1 signaling	1.0	1	11004	0.2	0.008849557522123894
GO:BP	regulation of proteolysis involved in protein catabolic process	1.0	1	21026	0.2	0.00423728813559322
REAC	Interleukin-4 and Interleukin-13 signaling	1.0	1	11004	0.2	0.009009009009009009
REAC	Intrinsic Pathway for Apoptosis	1.0	1	11004	0.2	0.018518518518518517
GO:BP	regulation of neuroblast proliferation	1.0	1	21026	0.2	0.018867924528301886
REAC	KEAP1-NFE2L2 pathway	1.0	1	11004	0.2	0.008064516129032258
GO:BP	negative regulation of RNA biosynthetic process	1.0	2	21026	0.4	0.0015432098765432098
GO:BP	positive regulation of intracellular signal transduction	1.0	2	21026	0.4	0.0017969451931716084
REAC	L1CAM interactions	1.0	1	11004	0.2	0.008403361344537815
REAC	MAPK family signaling cascades	1.0	1	11004	0.2	0.0032258064516129032
GO:BP	negative regulation of intracellular signal transduction	1.0	2	21026	0.4	0.0030211480362537764
GO:BP	negative regulation of cell cycle G2/M phase transition	1.0	1	21026	0.2	0.014084507042253521
REAC	MAPK1/MAPK3 signaling	1.0	1	11004	0.2	0.0036900369003690036
GO:BP	positive regulation of proteolysis involved in protein catabolic process	1.0	1	21026	0.2	0.007352941176470588
GO:BP	positive regulation of protein localization to plasma membrane	1.0	1	21026	0.2	0.015625
GO:BP	regulation of telomere maintenance via telomere lengthening	1.0	1	21026	0.2	0.01818181818181818
GO:BP	positive regulation of cyclin-dependent protein kinase activity	1.0	1	21026	0.2	0.027777777777777776
GO:BP	negative regulation of cyclin-dependent protein kinase activity	1.0	1	21026	0.2	0.05263157894736842
GO:BP	positive regulation of vasculature development	1.0	1	21026	0.2	0.005917159763313609
GO:BP	regulation of cellular response to transforming growth factor beta stimulus	1.0	1	21026	0.2	0.006896551724137931
GO:BP	positive regulation of protein localization	1.0	1	21026	0.2	0.002004008016032064
GO:BP	negative regulation of miRNA processing	1.0	1	21026	0.2	0.1
GO:BP	regulation of miRNA processing	1.0	1	21026	0.2	0.0625
GO:BP	regulation of protein localization to plasma membrane	1.0	1	21026	0.2	0.008928571428571428
GO:BP	regulation of wound healing, spreading of epidermal cells	1.0	1	21026	0.2	0.1
GO:BP	regulation of secretion by cell	1.0	1	21026	0.2	0.0017761989342806395
GO:BP	regulation of blood circulation	1.0	1	21026	0.2	0.00390625
REAC	Innate Immune System	1.0	1	11004	0.2	0.0009090909090909091
GO:BP	positive regulation of protein modification by small protein conjugation or removal	1.0	1	21026	0.2	0.007633587786259542
GO:BP	regulation of protein modification by small protein conjugation or removal	1.0	1	21026	0.2	0.0041841004184100415
GO:BP	negative regulation of autophagy of mitochondrion	1.0	1	21026	0.2	0.125
GO:BP	regulation of autophagy of mitochondrion	1.0	1	21026	0.2	0.022727272727272728
GO:BP	mononuclear cell differentiation	1.0	1	21026	0.2	0.0018726591760299626
GO:BP	positive regulation of secretion by cell	1.0	1	21026	0.2	0.003355704697986577
GO:BP	negative regulation of telomere maintenance via telomere lengthening	1.0	1	21026	0.2	0.03333333333333333
REAC	Maternal to zygotic transition (MZT)	1.0	1	11004	0.2	0.008403361344537815
GO:BP	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1.0	1	21026	0.2	0.03125
GO:BP	cellular response to nitrogen compound	1.0	2	21026	0.4	0.0031007751937984496
GO:BP	cellular response to ketone	1.0	1	21026	0.2	0.008928571428571428
GO:BP	response to ketone	1.0	1	21026	0.2	0.004366812227074236
GO:BP	response to peptide	1.0	2	21026	0.4	0.002079002079002079
GO:BP	negative regulation of mitophagy	1.0	1	21026	0.2	0.125
GO:BP	regulation of mitophagy	1.0	1	21026	0.2	0.02702702702702703
GO:BP	regulation of vasculature development	1.0	1	21026	0.2	0.0033444816053511705
GO:BP	positive regulation of non-canonical NF-kappaB signal transduction	1.0	1	21026	0.2	0.015625
GO:BP	response to oxygen-containing compound	1.0	3	21026	0.6	0.0017974835230677051
GO:BP	regulation of non-canonical NF-kappaB signal transduction	1.0	1	21026	0.2	0.010638297872340425
GO:BP	regulation of ERBB signaling pathway	1.0	1	21026	0.2	0.014492753623188406
GO:BP	carbohydrate derivative metabolic process	1.0	1	21026	0.2	0.001017293997965412
REAC	MyD88 dependent cascade initiated on endosome	1.0	1	11004	0.2	0.009900990099009901
REAC	MyD88-independent TLR4 cascade 	1.0	1	11004	0.2	0.009345794392523364
GO:BP	negative regulation of purine nucleotide metabolic process	1.0	1	21026	0.2	0.037037037037037035
GO:BP	regulation of purine nucleotide metabolic process	1.0	1	21026	0.2	0.011904761904761904
GO:BP	negative regulation of post-transcriptional gene silencing by regulatory ncRNA	1.0	1	21026	0.2	0.05555555555555555
REAC	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	1.0	1	11004	0.2	0.009009009009009009
GO:BP	negative regulation of ERBB signaling pathway	1.0	1	21026	0.2	0.03225806451612903
REAC	Meiotic synapsis	1.0	1	11004	0.2	0.013157894736842105
GO:BP	cellular response to oxygen-containing compound	1.0	3	21026	0.6	0.0025380710659898475
GO:BP	regulation of post-translational protein modification	1.0	1	21026	0.2	0.004098360655737705
REAC	Membrane Trafficking	1.0	1	11004	0.2	0.0016
REAC	Metabolism	1.0	1	11004	0.2	0.0004761904761904762
GO:BP	negative regulation of organelle assembly	1.0	1	21026	0.2	0.02127659574468085
REAC	Metabolism of lipids	1.0	1	11004	0.2	0.0013386880856760374
GO:BP	regulation of organelle assembly	1.0	1	21026	0.2	0.004273504273504274
GO:BP	regulation of mitochondrial membrane permeability involved in apoptotic process	1.0	1	21026	0.2	0.022727272727272728
GO:BP	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	1.0	1	21026	0.2	0.034482758620689655
GO:BP	regulation of extrinsic apoptotic signaling pathway via death domain receptors	1.0	1	21026	0.2	0.021739130434782608
GO:BP	regulation of signal transduction by p53 class mediator	1.0	1	21026	0.2	0.009433962264150943
GO:BP	regulation of NADP metabolic process	1.0	1	21026	0.2	0.1111111111111111
REAC	Metabolism of proteins	1.0	3	11004	0.6	0.0014534883720930232
GO:BP	positive regulation of cell cycle phase transition	1.0	1	21026	0.2	0.008771929824561403
REAC	Metalloprotease DUBs	1.0	1	11004	0.2	0.027777777777777776
REAC	Mitotic G2-G2/M phases	1.0	1	11004	0.2	0.005050505050505051
REAC	MyD88 cascade initiated on plasma membrane	1.0	1	11004	0.2	0.010526315789473684
GO:BP	negative regulation of cell junction assembly	1.0	1	21026	0.2	0.03225806451612903
GO:BP	regulation of cell junction assembly	1.0	1	21026	0.2	0.0038022813688212928
GO:BP	positive regulation of post-translational protein modification	1.0	1	21026	0.2	0.007575757575757576
GO:BP	positive regulation of mitotic cell cycle phase transition	1.0	1	21026	0.2	0.010752688172043012
GO:BP	regulation of protein localization to cell periphery	1.0	1	21026	0.2	0.006711409395973154
REAC	Infectious disease	1.0	1	11004	0.2	0.0009416195856873823
GO:BP	positive regulation of protein localization to cell periphery	1.0	1	21026	0.2	0.013157894736842105
REAC	Downstream TCR signaling	1.0	1	11004	0.2	0.01020408163265306
REAC	Activation of BH3-only proteins	1.0	1	11004	0.2	0.03333333333333333
GO:BP	negative regulation of chromosome organization	1.0	1	21026	0.2	0.010309278350515464
GO:BP	positive regulation of intrinsic apoptotic signaling pathway	1.0	1	21026	0.2	0.016666666666666666
GO:BP	regulation of intrinsic apoptotic signaling pathway	1.0	1	21026	0.2	0.005649717514124294
GO:BP	negative regulation of extrinsic apoptotic signaling pathway	1.0	1	21026	0.2	0.010101010101010102
GO:BP	regulation of extrinsic apoptotic signaling pathway	1.0	1	21026	0.2	0.00641025641025641
GO:BP	positive regulation of apoptotic signaling pathway	1.0	1	21026	0.2	0.007246376811594203
REAC	Downregulation of ERBB2 signaling	1.0	1	11004	0.2	0.037037037037037035
GO:BP	negative regulation of apoptotic signaling pathway	1.0	1	21026	0.2	0.004310344827586207
REAC	EGFR downregulation	1.0	1	11004	0.2	0.03333333333333333
GO:BP	regulation of synaptic vesicle clustering	1.0	1	21026	0.2	0.14285714285714285
GO:BP	positive regulation of cellular senescence	1.0	1	21026	0.2	0.08333333333333333
GO:BP	negative regulation of cellular senescence	1.0	1	21026	0.2	0.043478260869565216
REAC	ERBB2 Regulates Cell Motility	1.0	1	11004	0.2	0.07692307692307693
GO:BP	negative regulation of stem cell proliferation	1.0	1	21026	0.2	0.043478260869565216
REAC	ESR-mediated signaling	1.0	1	11004	0.2	0.004651162790697674
REAC	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	1.0	1	11004	0.2	0.043478260869565216
GO:BP	regulation of apoptotic signaling pathway	1.0	2	21026	0.4	0.005263157894736842
GO:BP	positive regulation of excitatory postsynaptic potential	1.0	1	21026	0.2	0.030303030303030304
REAC	Adaptive Immune System	1.0	1	11004	0.2	0.0012345679012345679
REAC	Diseases of programmed cell death	1.0	1	11004	0.2	0.009708737864077669
REAC	DNA Damage/Telomere Stress Induced Senescence	1.0	1	11004	0.2	0.012658227848101266
REAC	Constitutive Signaling by EGFRvIII	1.0	1	11004	0.2	0.07692307692307693
REAC	Constitutive Signaling by Aberrant PI3K in Cancer	1.0	1	11004	0.2	0.015384615384615385
REAC	Clathrin-mediated endocytosis	1.0	1	11004	0.2	0.006896551724137931
REAC	Chaperonin-mediated protein folding	1.0	1	11004	0.2	0.01098901098901099
REAC	Cellular responses to stress	1.0	2	11004	0.4	0.002512562814070352
REAC	Cellular responses to stimuli	1.0	2	11004	0.4	0.0024691358024691358
REAC	Cellular response to chemical stress	1.0	1	11004	0.2	0.004761904761904762
REAC	Antiviral mechanism by IFN-stimulated genes	1.0	1	11004	0.2	0.006802721088435374
REAC	Cellular Senescence	1.0	1	11004	0.2	0.005154639175257732
REAC	Cell Cycle Checkpoints	1.0	2	11004	0.4	0.006920415224913495
REAC	Defective Intrinsic Pathway for Apoptosis	1.0	1	11004	0.2	0.041666666666666664
REAC	Cargo recognition for clathrin-mediated endocytosis	1.0	1	11004	0.2	0.009523809523809525
REAC	Axon guidance	1.0	1	11004	0.2	0.001841620626151013
REAC	Autodegradation of the E3 ubiquitin ligase COP1	1.0	1	11004	0.2	0.019230769230769232
REAC	Association of TriC/CCT with target proteins during biosynthesis	1.0	1	11004	0.2	0.02631578947368421
REAC	Apoptosis	1.0	1	11004	0.2	0.005681818181818182
REAC	Developmental Biology	1.0	2	11004	0.4	0.001445086705202312
REAC	Cell Cycle, Mitotic	1.0	1	11004	0.2	0.0018214936247723133
REAC	Extra-nuclear estrogen signaling	1.0	1	11004	0.2	0.013888888888888888
REAC	Factors involved in megakaryocyte development and platelet production	1.0	1	11004	0.2	0.005917159763313609
REAC	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	1.0	1	11004	0.2	0.0625
GO:BP	vascular associated smooth muscle cell proliferation	1.0	1	21026	0.2	0.015873015873015872
GO:BP	protein localization to cell periphery	1.0	1	21026	0.2	0.0027397260273972603
REAC	HDR through MMEJ (alt-NHEJ)	1.0	1	11004	0.2	0.08333333333333333
REAC	HDR through Single Strand Annealing (SSA)	1.0	1	11004	0.2	0.02702702702702703
REAC	Hemostasis	1.0	1	11004	0.2	0.0014814814814814814
GO:BP	intrinsic apoptotic signaling pathway in response to hypoxia	1.0	1	21026	0.2	0.1
REAC	Immune System	1.0	2	11004	0.4	0.0009592326139088729
GO:BP	positive regulation of membrane permeability	1.0	1	21026	0.2	0.021739130434782608
REAC	HCMV Infection	1.0	1	11004	0.2	0.006329113924050633
GO:BP	positive regulation of protein localization to membrane	1.0	1	21026	0.2	0.009433962264150943
GO:BP	negative regulation of cardiocyte differentiation	1.0	1	21026	0.2	0.09090909090909091
GO:BP	regulation of cardiocyte differentiation	1.0	1	21026	0.2	0.038461538461538464
GO:BP	positive regulation of establishment of protein localization	1.0	1	21026	0.2	0.00303951367781155
GO:BP	excitatory synapse assembly	1.0	1	21026	0.2	0.023809523809523808
GO:BP	negative regulation of vascular associated smooth muscle cell proliferation	1.0	1	21026	0.2	0.043478260869565216
GO:BP	regulation of vascular associated smooth muscle cell proliferation	1.0	1	21026	0.2	0.01639344262295082
GO:BP	positive regulation of ubiquitin protein ligase activity	1.0	1	21026	0.2	0.1
GO:BP	regulation of ubiquitin protein ligase activity	1.0	1	21026	0.2	0.05
GO:BP	regulation of protein localization to membrane	1.0	1	21026	0.2	0.0051813471502590676
REAC	HCMV Early Events	1.0	1	11004	0.2	0.007462686567164179
REAC	Gastrin-CREB signalling pathway via PKC and MAPK	1.0	1	11004	0.2	0.06666666666666667
REAC	GRB2 events in ERBB2 signaling	1.0	1	11004	0.2	0.07692307692307693
REAC	G alpha (q) signalling events	1.0	1	11004	0.2	0.0047169811320754715
GO:BP	negative regulation of DNA biosynthetic process	1.0	1	21026	0.2	0.03125
REAC	G1/S DNA Damage Checkpoints	1.0	1	11004	0.2	0.014705882352941176
REAC	G2/M Transition	1.0	1	11004	0.2	0.00510204081632653
GO:BP	regulation of DNA biosynthetic process	1.0	1	21026	0.2	0.010869565217391304
GO:BP	regulation of fibroblast apoptotic process	1.0	1	21026	0.2	0.05263157894736842
GO:BP	negative regulation of neural precursor cell proliferation	1.0	1	21026	0.2	0.038461538461538464
GO:BP	regulation of neural precursor cell proliferation	1.0	1	21026	0.2	0.009708737864077669
GO:BP	positive regulation of cell motility	1.0	1	21026	0.2	0.0017035775127768314
REAC	GAB1 signalosome	1.0	1	11004	0.2	0.0625
REAC	GPCR downstream signalling	1.0	1	11004	0.2	0.001607717041800643
GO:BP	negative regulation of cell motility	1.0	1	21026	0.2	0.003246753246753247
GO:BP	regulation of cell motility	1.0	2	21026	0.4	0.0019569471624266144
GO:BP	positive regulation of DNA-templated transcription initiation	1.0	1	21026	0.2	0.014492753623188406
GO:BP	regulation of DNA-templated transcription initiation	1.0	1	21026	0.2	0.012195121951219513
GO:BP	positive regulation of leukocyte apoptotic process	1.0	1	21026	0.2	0.034482758620689655
GO:BP	regulation of leukocyte apoptotic process	1.0	1	21026	0.2	0.011235955056179775
GO:BP	positive regulation of ubiquitin-dependent protein catabolic process	1.0	1	21026	0.2	0.009523809523809525
GO:BP	regulation of ubiquitin-dependent protein catabolic process	1.0	1	21026	0.2	0.0058823529411764705
GO:BP	regulation of post-transcriptional gene silencing by regulatory ncRNA	1.0	1	21026	0.2	0.03333333333333333
GO:BP	protein modification by small protein conjugation or removal	1.0	2	21026	0.4	0.0020512820512820513
GO:BP	positive regulation of execution phase of apoptosis	1.0	1	21026	0.2	0.06666666666666667
GO:BP	positive regulation of G1/S transition of mitotic cell cycle	1.0	1	21026	0.2	0.022222222222222223
REAC	Regulation of TP53 Activity through Acetylation	1.0	1	11004	0.2	0.03333333333333333
REAC	Regulation of TP53 Activity through Association with Co-factors	1.0	1	11004	0.2	0.07142857142857142
REAC	Regulation of TP53 Activity through Methylation	1.0	1	11004	0.2	0.05263157894736842
GO:BP	monocarboxylic acid biosynthetic process	1.0	1	21026	0.2	0.004694835680751174
GO:BP	regulation of stem cell proliferation	1.0	1	21026	0.2	0.01098901098901099
REAC	Regulation of TP53 Degradation	1.0	1	11004	0.2	0.027777777777777776
GO:BP	positive regulation of protein serine/threonine kinase activity	1.0	1	21026	0.2	0.007352941176470588
GO:BP	negative regulation of protein serine/threonine kinase activity	1.0	1	21026	0.2	0.013888888888888888
REAC	Regulation of PTEN stability and activity	1.0	1	11004	0.2	0.014492753623188406
GO:BP	regulation of protein serine/threonine kinase activity	1.0	2	21026	0.4	0.008264462809917356
GO:BP	leukocyte apoptotic process	1.0	1	21026	0.2	0.00847457627118644
REAC	Regulation of TP53 Expression and Degradation	1.0	1	11004	0.2	0.02702702702702703
GO:BP	cellular component organization or biogenesis	1.0	5	21026	1.0	0.0005957345406886692
GO:BP	protein-DNA complex organization	1.0	1	21026	0.2	0.003816793893129771
GO:BP	membrane assembly	1.0	1	21026	0.2	0.01639344262295082
GO:BP	nitrogen compound transport	1.0	2	21026	0.4	0.0010400416016640667
GO:BP	anatomical structure maturation	1.0	1	21026	0.2	0.0036101083032490976
GO:BP	protein localization to extracellular region	1.0	1	21026	0.2	0.002577319587628866
GO:BP	DNA biosynthetic process	1.0	1	21026	0.2	0.005813953488372093
GO:BP	response to indole-3-methanol	1.0	1	21026	0.2	0.16666666666666666
GO:BP	purine-containing compound metabolic process	1.0	1	21026	0.2	0.0017761989342806395
REAC	Regulation of PTEN gene transcription	1.0	1	11004	0.2	0.01694915254237288
GO:BP	regulation of cell-substrate junction assembly	1.0	1	21026	0.2	0.015873015873015872
GO:BP	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1.0	1	21026	0.2	0.006666666666666667
REAC	Processing of DNA double-strand break ends	1.0	1	11004	0.2	0.010309278350515464
GO:BP	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1.0	1	21026	0.2	0.0037313432835820895
GO:BP	regulation of peptide transport	1.0	1	21026	0.2	0.004651162790697674
GO:BP	positive regulation of cell cycle process	1.0	1	21026	0.2	0.003816793893129771
GO:BP	regulation of anatomical structure size	1.0	2	21026	0.4	0.004
GO:BP	protein K6-linked ubiquitination	1.0	1	21026	0.2	0.058823529411764705
GO:BP	pyridine-containing compound metabolic process	1.0	1	21026	0.2	0.005917159763313609
GO:BP	response to phenylpropanoid	1.0	1	21026	0.2	0.16666666666666666
REAC	Protein folding	1.0	1	11004	0.2	0.010309278350515464
REAC	Pyroptosis	1.0	1	11004	0.2	0.037037037037037035
REAC	RAF/MAP kinase cascade	1.0	1	11004	0.2	0.0037593984962406013
REAC	Regulated Necrosis	1.0	1	11004	0.2	0.017241379310344827
GO:BP	protein localization to plasma membrane	1.0	1	21026	0.2	0.003436426116838488
GO:BP	protein localization to membrane	1.0	1	21026	0.2	0.0012091898428053204
REAC	Regulation of NF-kappa B signaling	1.0	1	11004	0.2	0.05555555555555555
GO:BP	establishment of protein localization to organelle	1.0	2	21026	0.4	0.0030257186081694403
REAC	Programmed Cell Death	1.0	1	11004	0.2	0.004807692307692308
GO:BP	tissue migration	1.0	1	21026	0.2	0.009615384615384616
GO:BP	cellular response to transforming growth factor beta stimulus	1.0	1	21026	0.2	0.003816793893129771
GO:BP	cellular response to dexamethasone stimulus	1.0	1	21026	0.2	0.03571428571428571
GO:BP	cellular response to electrical stimulus	1.0	1	21026	0.2	0.07692307692307693
GO:BP	cellular response to metal ion	1.0	1	21026	0.2	0.005208333333333333
GO:BP	cellular response to antibiotic	1.0	1	21026	0.2	0.08333333333333333
GO:BP	cellular response to amino acid stimulus	1.0	1	21026	0.2	0.010869565217391304
GO:BP	cellular response to acid chemical	1.0	1	21026	0.2	0.01
REAC	SUMOylation of DNA damage response and repair proteins	1.0	1	11004	0.2	0.013888888888888888
REAC	SUMOylation of transcription factors	1.0	1	11004	0.2	0.05555555555555555
GO:BP	cellular response to biotic stimulus	1.0	1	21026	0.2	0.003968253968253968
GO:BP	cellular response to mechanical stimulus	1.0	1	21026	0.2	0.013513513513513514
REAC	Signal Transduction	1.0	3	11004	0.6	0.0011727912431587178
GO:BP	regulation of regulatory ncRNA processing	1.0	1	21026	0.2	0.058823529411764705
GO:BP	regulatory ncRNA processing	1.0	1	21026	0.2	0.014492753623188406
GO:BP	transcription preinitiation complex assembly	1.0	1	21026	0.2	0.012195121951219513
GO:BP	cellular response to chemical stimulus	1.0	3	21026	0.6	0.0013686131386861315
REAC	Signal transduction by L1	1.0	1	11004	0.2	0.05
GO:BP	response to epidermal growth factor	1.0	1	21026	0.2	0.020833333333333332
GO:BP	response to growth factor	1.0	2	21026	0.4	0.0027739251040221915
GO:BP	cellular macromolecule localization	1.0	3	21026	0.6	0.0010783608914450035
GO:BP	organelle assembly	1.0	2	21026	0.4	0.0019120458891013384
GO:BP	response to transforming growth factor beta	1.0	1	21026	0.2	0.0037174721189591076
GO:BP	cellular response to cadmium ion	1.0	1	21026	0.2	0.02702702702702703
GO:BP	cellular response to type II interferon	1.0	1	21026	0.2	0.01
GO:BP	response to dexamethasone	1.0	1	21026	0.2	0.021739130434782608
GO:BP	cellular response to external stimulus	1.0	1	21026	0.2	0.013333333333333334
REAC	Respiratory Syncytial Virus Infection Pathway	1.0	1	11004	0.2	0.008403361344537815
GO:BP	cellular response to endogenous stimulus	1.0	3	21026	0.6	0.0024529844644317253
REAC	Respiratory syncytial virus (RSV) attachment and entry	1.0	1	11004	0.2	0.043478260869565216
GO:BP	cellular response to light stimulus	1.0	1	21026	0.2	0.00819672131147541
GO:BP	cellular response to gamma radiation	1.0	1	21026	0.2	0.037037037037037035
REAC	SHC1 events in EGFR signaling	1.0	1	11004	0.2	0.08333333333333333
GO:BP	cellular response to cytokine stimulus	1.0	2	21026	0.4	0.00234192037470726
REAC	SHC1 events in ERBB2 signaling	1.0	1	11004	0.2	0.05555555555555555
GO:BP	cellular response to oxygen levels	1.0	1	21026	0.2	0.006060606060606061
REAC	Cytokine Signaling in Immune system	1.0	1	11004	0.2	0.001282051282051282
GO:BP	cellular response to lipid	1.0	2	21026	0.4	0.0032626427406199023
GO:BP	cellular response to estradiol stimulus	1.0	1	21026	0.2	0.02631578947368421
GO:BP	cellular response to glucocorticoid stimulus	1.0	1	21026	0.2	0.01818181818181818
GO:BP	cellular response to corticosteroid stimulus	1.0	1	21026	0.2	0.015384615384615385
GO:BP	cellular response to epidermal growth factor stimulus	1.0	1	21026	0.2	0.023255813953488372
GO:BP	cellular response to growth factor stimulus	1.0	2	21026	0.4	0.002902757619738752
GO:BP	cellular response to hypoxia	1.0	1	21026	0.2	0.007042253521126761
GO:BP	epithelium migration	1.0	1	21026	0.2	0.01020408163265306
REAC	Pre-NOTCH Transcription and Translation	1.0	1	11004	0.2	0.010869565217391304
GO:BP	establishment of protein localization to membrane	1.0	1	21026	0.2	0.00205761316872428
